smiles,AR,rationale,rationale_score
['CC(=O)NC(Cc1ccc(O)cc1)C(=O)O'],0.053,,
['Nc1ccccc1N'],0.099,,
['CCCCCC1Nc2cc(c(cc2S(=O)(=O)N1)S(=O)(=O)N)C(F)(F)F'],0.069,,
['CC1(C)OC(=O)NC1=O'],0.059,,
['O=C1C=C(Oc2ccc3ccccc3c12)c4ccccc4'],0.335,,
['CNC(C)Cc1ccccc1'],0.058,,
['FC(F)(F)c1ccccc1Cl'],0.124,,
['OC1OC(=O)C(=C1C(Cl)Cl)Cl'],0.164,,
['COc1cc(CCN)cc(OC)c1OC'],0.152,,
['COC(=O)CCCCCCCC(=O)OC'],0.044,,
['OC(=O)c1ccc(Cl)cc1Cl'],0.106,,
['ClC(Cl)C(Cl)Cl'],0.020,,
['CC(=O)OCC1OC(OC2C(O)C(OC(=O)c3ccccc3C(=O)O)C(O)OC2COC(=O)C)C(O)C(OC(=O)c4ccccc4C(=O)O)C1O'],0.159,,
['CC(C)C[P+](C)(CC(C)C)CC(C)C'],0.016,,
['Cc1ccc(N)cc1Cl'],0.096,,
['Nc1ccc(Sc2ccc(N)cc2)cc1'],0.154,,
['CCCCCCCC[N+](C)(C)CCCCCCCC'],0.041,,
['Oc1ccc(Br)c(C=O)c1'],0.126,,
['CC(C)NCC(O)c1ccc(NS(=O)(=O)C)cc1'],0.025,,
['CC(C)CC1N2C(=O)C(NC(=O)C3CC4C(Cc5c[nH]c6cccc4c56)N(C)C3)(OC2(O)C7CCCN7C1=O)C(C)C'],0.265,,
['CCc1cccc2c3CCOC(CC)(CC(=O)O)c3[nH]c12'],0.208,,
['CC(N)C(=O)O'],0.012,,
['CC(C)Nc1nc(N)nc(Cl)n1'],0.045,,
['CN1CCN=C(c2ccccc2)c3cc(Cl)ccc13'],0.237,,
['CN(C)CCCN1c2ccccc2Sc3ccc(Cl)cc13'],0.166,,
['CCN1CC(CCN2CCOCC2)C(C1=O)(c3ccccc3)c4ccccc4'],0.200,,
['COc1ccc(cc1OC)C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2'],0.243,,
['CCC(=O)N(C1CCN(Cc2ccccc2)CC1)c3ccccc3'],0.133,,
['Cc1ncc(cn1)C(CCCCCCc2ccc3CCCNc3n2)CC(=O)O'],0.111,,
['CCC(O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2'],0.155,,
['Nc1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-]'],0.114,,
['CC(=O)C1=C(O)C=C(C)OC1=O'],0.096,,
['CC(=O)CC(=O)Nc1ccccc1C'],0.058,,
['NCCCN1CCOCC1'],0.040,,
['Cc1ccccc1[N+](=O)[O-]'],0.082,,
['CCC(Cl)CCC(Cl)C(Cl)CC(Cl)C(Cl)C(Cl)CCl'],0.076,,
['CNC(=O)c1ccccc1Sc2ccc3c(C=Cc4ccccn4)[nH]nc3c2'],0.244,,
['C=CCSSCC=C'],0.037,,
['COC(=O)CCC[N+](C)(C)C'],0.014,,
['O=C(CCCCCCCCc1cccnc1)N2CCC(CC2)C=C(c3ccccc3)c4ccccc4'],0.166,,
['CCOC(=O)CC(C(=O)C)C(=O)C'],0.038,,
['CCCc1ccc(cc1)C(=O)O'],0.080,,
['OC(=O)C1CCn2c1ccc2C(=O)c3ccccc3'],0.203,,
['OC(=O)CCCCC=C(c1ccccc1)c2cccnc2'],0.135,,
['CCCCC(CC)C(=O)OCCOCCOCCOCCOC(=O)C(CC)CCCC'],0.059,,
['Nc1ccc(O)cc1'],0.086,,
['CC(C)CCCCCCCOC(=O)C=C'],0.042,,
['OP(=O)(O)c1ccccc1'],0.039,,
['CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CCOC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c4ccc(OC)cc24)CC1)NC(=O)c5ccccc5'],0.124,,
['CSCCC(N)C(=O)O'],0.024,,
['COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(=O)C)C1C)C)cc(O)c4c3C2=O'],0.229,,
['CC(=O)SCc1occc1'],0.057,,
['COC(=C1C(C(=C(C)N=C1C)C(=O)OCCN2CCN(CC2)C(c3ccccc3)c4ccccc4)c5cccc(c5)[N+](=O)[O-])O'],0.183,,
['CC(=C)C(=O)OCCO'],0.031,,
['C1CCC(CC1)SSC2CCCCC2'],0.127,,
['OCCc1ccccc1[N+](=O)[O-]'],0.088,,
['Oc1c(I)cc(c2cccnc12)S(=O)(=O)O'],0.113,,
['CCc1ccc(C=O)cc1'],0.096,,
['OCCBr'],0.015,,
['OC(=O)CCCCCCCCCCCBr'],0.042,,
['Nc1cccc(N)n1'],0.074,,
['NC(CC(=O)O)C(=O)O'],0.016,,
['CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c3cc(Cl)ccc13'],0.178,,
['Nc1c(cc(c2ccccc12)S(=O)(=O)O)N=Nc3ccc(cc3)c4ccc(cc4)N=Nc5cc(c6ccccc6c5N)S(=O)(=O)O'],0.194,,
['Cc1cnc(S)nc1O'],0.075,,
['CN(C)CCC=C1c2ccccc2COc3ccc(CC(=O)O)cc13'],0.148,,
['COS(=O)(=O)OC'],0.012,,
['NS(=O)(=O)c1cc(Cl)c(Cl)c(c1)S(=O)(=O)N'],0.039,,
['CCCCCCCCCCCCN(C)C'],0.036,,
['COc1ccc(cc1)C(=O)Nc2nc3ccccc3c(NCc4ccccc4)c2C#N'],0.219,,
['Nc1cc(C(=O)O)c(O)c(c1)S(=O)(=O)O'],0.059,,
['OC12CC3CC(C1)C(=O)C(C3)C2'],0.345,,
['CC(C)(N)C1CCC(C)(N)CC1'],0.041,,
['COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC'],0.197,,
['CCCO'],0.015,,
['OCc1ccccn1'],0.063,,
['NC(Cc1ccc(F)cc1)C(=O)O'],0.066,,
['Oc1nc2ccccc2n1C3CCN(CCCC(=O)c4ccc(F)cc4)CC3'],0.176,,
['CC(C)c1ccc(cc1)C#N'],0.087,,
['CCN(CC)C(=O)NC1CN(C)C2Cc3c[nH]c4cccc(C2=C1)c34'],0.218,,
['Clc1cc(Cl)c(OCC#CI)cc1Cl'],0.176,,
['CCCCCCCCC=CCCCCCCCC(=O)N'],0.049,,
['COc1ccccc1Oc2c(NS(=O)(=O)c3ccc(cc3)C(C)(C)C)nc(nc2OCCO)c4ncccn4'],0.129,,
['CCOC(=O)C(CCc1ccccc1)NC2CCc3ccccc3N(CC(=O)O)C2=O'],0.116,,
['CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(CCC5(O)C4CCC3(O)C2)C6=CC(=O)OC6)C(O)C(O)C1O'],0.424,,
['CC(CN=Cc1ccccc1O)N=Cc2ccccc2O'],0.137,,
['Cc1ccc(cc1N)C(=O)N'],0.091,,
['CCCCCCCCCCCCCCCCCCNC(=O)OC1CCN(CC1)C(=O)OCC(COC(=O)N(Cc2cccc[n+]2CC)C(=O)c3ccccc3OC)OC'],0.105,,
['Clc1ccc(C=NNC(=N)NN=Cc2ccc(Cl)cc2)cc1'],0.137,,
['Clc1ccc(CON=C(Cn2ccnc2)c3ccc(Cl)cc3Cl)c(Cl)c1'],0.184,,
['OCC(O)COc1ccc(Cl)cc1'],0.070,,
['Oc1ccc(Oc2ccccc2)cc1'],0.183,,
['[O-][N+](=O)c1cc(cc(c1Cl)[N+](=O)[O-])C(F)(F)F'],0.122,,
['[O-][N+](=O)c1cccc(Cl)c1Cl'],0.118,,
['CCCCCCC(O)CC=CCCCCCCCC(=O)O'],0.044,,
['O=C(Cc1ccccc1)c2ccccc2'],0.133,,
['CN1CCC=C1NC(=O)Nc2c(C)cccc2C'],0.119,,
['O=C1NC(=O)NC(=O)N1'],0.036,,
['FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br'],0.237,,
['C=CC(=O)OCCOC(=O)C=C'],0.053,,
['OCc1ccc[n+]([O-])c1'],0.068,,
['Cc1cc(O)c2C(=O)c3c(O)cc(O)c4C(=O)C(C)(C)c5cc(O)c1c2c5c34'],0.439,,
['Cc1nc(N)nc(N)n1'],0.054,,
['CCOP(=O)(Sc1ccccc1)Sc2ccccc2'],0.121,,
['COc1cc(C(C)C)c2C(=O)N(COC3=CC(=O)N4C=CC=C(OCCN5CCCCC5)C4=N3)S(=O)(=O)c2c1'],0.166,,
['CCCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C'],0.286,,
['C1=Cc2cccc3cccc1c23'],0.415,,
['CC(C)N1C(=NC(C)(C)C)SCN(C1=O)c2ccccc2'],0.079,,
['[O-][N+](=O)c1ccc2C(=O)OC(=O)c2c1'],0.209,,
['Clc1sc(Cl)c(Cl)c1Cl'],0.208,,
['CC(CS)C(=O)N1CCCC1C(=O)O'],0.075,,
['CC(C)(c1ccccc1)c2ccc(O)cc2'],0.149,,
['Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)NN=Cc2oc(cc2)[N+](=O)[O-]'],0.148,,
['Nc1nc(Cl)nc2c1ncn2C3OC(CO)C(O)C3F'],0.209,,
['Cc1ccc2ccccc2c1'],0.178,,
['CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)O)c1I'],0.119,,
['OC(=O)c1cc(Cl)cc(Cl)c1O'],0.133,,
['CCCCCCC(O)CC=CCCCCCCCC(=O)OC'],0.051,,
['CC(C)COCC(CN(Cc1ccccc1)c2ccccc2)N3CCCC3'],0.088,,
['Nc1nc(O)c2ncn(C3CC(O)C(CO)C3=C)c2n1'],0.222,,
['CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC'],0.060,,
['CON=C1CN(CC1CN)c2nc3N(C=C(C(=O)O)C(=O)c3cc2F)C4CC4'],0.208,,
['OC(=O)COc1ccc(CCNS(=O)(=O)c2ccccc2)s1'],0.068,,
['CC(C)Cc1ccc(cc1)C(C)C(=O)NS(=O)(=O)C'],0.034,,
['Nc1n[nH]c(S)n1'],0.055,,
['Cc1ncc(CO)c(CN)c1O'],0.104,,
['CC(C)c1ccc2ncccc2c1'],0.144,,
['CC(C)N(CCCl)C(C)C'],0.027,,
['Sc1ncccn1'],0.064,,
['CCOC(=O)C(C)Oc1ccc(Oc2oc3cc(Cl)ccc3n2)cc1'],0.208,,
['Cc1cccc[n+]1[O-]'],0.075,,
['NC1CSSCC(NC(=O)C(CC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc3ccc(O)cc3)NC1=O)C(=O)N4CCCC4C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N'],0.076,,
['C(CNc1nc2ccccc2s1)COc3cccc(CN4CCCCC4)c3'],0.151,,
['O=C1NC2NC(=O)NC2N1'],0.064,,
['O=C(NC1CN2CCC1CC2)c3cc4ccoc4cn3'],0.209,,
['CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC2COC3OCCC23)S(=O)(=O)c4ccc(N)cc4'],0.106,,
['CCCCCC1C(CC(=O)OC)CCC1=O'],0.102,,
['CC(C)(C)NCC(O)c1cc(O)cc(O)c1'],0.035,,
['CCCCCCOC(=O)C(C)C'],0.034,,
['Cc1ncc(CO)c(CO)c1O'],0.102,,
['CCCCCC=CCC=CCC=CCCCCC(=O)O'],0.043,,
['CN1CC(c2ccccc2)c3cccc(N)c3C1'],0.184,,
['CCCC(=O)OCCC(C)C'],0.024,,
['NC(=O)NC(=O)N'],0.013,,
['CC(C)c1cccc(O)c1'],0.073,,
['CC(=CCC1=C(O)C(=O)c2ccccc2C1=O)C'],0.208,,
['FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI'],0.210,,
['CN1CCC(CC1)OC(=O)C(Oc2ccc(Cl)cc2)Oc3ccc(Cl)cc3'],0.144,,
['COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(=O)C)C1C)C)c5c(nc6cc(C)ccn56)c4c3C2=O'],0.245,,
['CC1OC1C2CCC3(C)OC3C2'],0.430,,
['CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C'],0.360,,
['Cc1c(c(C)c(c(c1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])[N+](=O)[O-]'],0.099,,
['OC(=O)c1nn(Cc2ccc(Cl)cc2Cl)c3ccccc13'],0.191,,
['CCC(C)(C)O'],0.005,,
['CN1CCC23CCCCC2C1Cc4ccc(C)cc34'],0.330,,
['CC(=O)CC(=O)Nc1ccc(cc1)S(=O)(=O)O'],0.035,,
['CNC(=O)Nc1ccc(Cl)c(Cl)c1'],0.095,,
['OS(=O)(=O)O'],0.001,,
['CN(C)CCOC(=O)COc1ccc(Cl)cc1'],0.056,,
['COC(=O)C(=O)C'],0.023,,
['CCCCCCCCCCCCCCCC(=O)O'],0.047,,
['Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O'],0.141,,
['CC[N+]1(C)CCCC(C1)OC(=O)C(O)(c2ccccc2)c3ccccc3'],0.168,,
['ClCc1ccc(Cl)cc1Cl'],0.121,,
['NCCCC(=O)O'],0.017,,
['COc1ccccc1N2CCNCC2'],0.114,,
['CC(C)c1ccc(cc1S(=O)(=O)C)C(=O)N=C(N)N'],0.055,,
['CNC(=S)N(C)C'],0.023,,
['OC12N=C(SC1Cc3cc(Cl)ccc23)c4ccccc4'],0.345,,
['CCCCCCCCCCCCCCCBr'],0.059,,
['CCC(=O)Nc1ccc(O)cc1'],0.081,,
['COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3ccccc3'],0.190,,
['OP(=O)(Oc1ccccc1)Oc2ccccc2'],0.109,,
['Oc1c([nH]c2ccc(cc12)S(=O)(=O)O)C3=Nc4ccc(cc4C3=O)S(=O)(=O)O'],0.139,,
['C1CC(CC=C1)c2ccccc2'],0.148,,
['CC(=CCCC(C)(O)C1CCC(=CC1)C)C'],0.058,,
['C[N+](C)(C)CC1CO1'],0.017,,
['CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC4C5CCC6=CC(=O)C=CC6(C)C5(F)C(O)CC24C'],0.471,,
['NC(=N)c1ccc(OCCCOc2ccc(cc2)C(=N)N)cc1'],0.148,,
['C=Cc1ccc(C=C)cc1'],0.150,,
['Nc1ncc(s1)[N+](=O)[O-]'],0.086,,
['CCC(C)c1nccnc1OC'],0.098,,
['CCOc1cccc(c1)n2cc(nc2c3ccc(C)cc3)C(=O)N4CCN(CC4)c5cc(C(=O)O)c6ccccc6c5'],0.223,,
['COc1ccccc1N2CCN(CC(O)COc3cccc4ccccc34)CC2'],0.158,,
['ClCCOP(=O)(OCCCl)OCCCl'],0.038,,
['COc1ccc(cc1)c2noc(CC(=O)O)c2c3ccc(OC)cc3'],0.206,,
['CCOC(=O)c1cccc(N)c1'],0.099,,
['CC1CCC(=C(C)C)C(=O)C1'],0.080,,
['CC12CCC(O)CC1CCC3C2CCC4(C)C(CC5OC345)C6=COC(=O)C=C6'],0.488,,
['COc1cc(C=C2CCCC(=Cc3ccc(O)c(OC)c3)C2=O)ccc1O'],0.279,,
['NS(=O)(=O)c1ccccc1Cl'],0.047,,
['CCCCCOC(=O)c1ccccc1C(=O)OCCCCC'],0.104,,
['CC(O)C(N)C(=O)O'],0.016,,
['CN(C(=O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I'],0.088,,
['CCCOC(OCCC)OCCC'],0.035,,
['OC(=O)Cc1ccc(Cl)cc1Cl'],0.078,,
['CC(C)(c1ccc(O)c(c1)c2ccccc2)c3ccc(O)c(c3)c4ccccc4'],0.262,,
['COc1ccc(C=CC(=O)Nc2ccccc2C(=O)O)cc1OC'],0.174,,
['C=CCCC#N'],0.036,,
['CCCCOC(=O)CO'],0.027,,
['C1CN(CCN1)c2ccc3ccccc3n2'],0.147,,
['CCCCCCCCCCCCCCCCOP(=O)(O)OCC[N+](C)(C)C'],0.031,,
['CSc1nc(NC2CC2)nc(NC(C)(C)C)n1'],0.054,,
['CC(CCO)CCC=C(C)C'],0.024,,
['CC(=CCCC(=CCCC(=CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C)C)C)C'],0.243,,
['Cc1ccc2c(ccc3ccccc23)c1'],0.283,,
['CCCCOC(=O)c1ccccc1N'],0.103,,
['OP(=O)(O)Oc1ccccc1'],0.034,,
['o1ccc2ccccc12'],0.230,,
['OCC(S)CS'],0.019,,
['CC(C)[N+](C)(C)CC(O)COc1cccc2ccccc12'],0.104,,
['CC(NCCC(c1ccccc1)c2ccccc2)c3ccccc3'],0.141,,
['CC(=O)Oc1ccc(cc1)C2(Oc3ccccc3NC2=O)c4ccc(OC(=O)C)cc4'],0.232,,
['FC(F)(F)c1cccc(Nc2ncccc2C(=O)OC3OC(=O)c4ccccc34)c1'],0.241,,
['Clc1c(Cl)c(Cl)c2C(=O)OC(=O)c2c1Cl'],0.359,,
['CCCc1ccccc1'],0.076,,
['CCCCCCCCCCCCCCCCCC(=O)OCC(CC)CCCC'],0.065,,
['CCCCCC(O)C=C'],0.037,,
['CCC(=O)CC'],0.023,,
['Clc1ccc(cc1)C(OCCN2CCCCC2)c3ccccc3'],0.126,,
['CN(C)CCN1C(=O)c2ccccc2N(C)c3ccccc13'],0.184,,
['CN1CCN(Cc2occ(c2)c3ccc4nc(O)oc4c3)C(C1)c5ccc(F)cc5'],0.210,,
['CCCCC(CC)COS(=O)(=O)O'],0.017,,
['CCOC(=O)COc1ccc(C)cc1'],0.072,,
['COc1ccc(OC)c(CC(C)N)c1'],0.093,,
['CN(C)CCOC(c1ccccc1)c2ccccc2C'],0.098,,
['Brc1c(NC2=NCCN2)ccc3nccnc13'],0.200,,
['CN(C)CCC#N'],0.017,,
['CCC(C)C1SC(C)C(=N1)C'],0.083,,
['O=C1CCCCCCCCCCCN1'],0.053,,
['OC(=O)CCC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2nccs2'],0.070,,
['CCCCCCCCC(CCCCCC)C(=O)O'],0.056,,
['CCCCCCCCCCCCC=C'],0.056,,
['CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1'],0.187,,
['CCC(=O)NCCC1CCc2ccc3OCCc3c12'],0.196,,
['CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2occc2)cc1'],0.171,,
['COC(=O)C(C)(C)C'],0.013,,
['CC(C)C1(CCc2ccc(N)cc2)CC(=O)C(=C(O)O1)Sc3cc(C)c(CO)cc3C(C)(C)C'],0.154,,
['OCC(O)C(O)C(O)CO'],0.025,,
['COC(=O)C1C(CC2CCC1N2C)OC(=O)c3ccccc3'],0.215,,
['CC(Oc1cc(Cl)ccc1Cl)C(=O)O'],0.101,,
['CCN(CC)CC(=O)Nc1c(C)cccc1C'],0.066,,
['Nc1c2C(O)CCCc2nc3ccccc13'],0.281,,
['NC(=O)C1OC(O)C(O)C(O)C1O'],0.083,,
['OC(=O)COc1ccc(Cl)cc1'],0.067,,
['Clc1ccc(C2CSC(=C(C#N)n3ccnc3)S2)c(Cl)c1'],0.259,,
['CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1'],0.091,,
['CN1C2CCC1CC(C2)OC(=O)C(CO)c3ccccc3'],0.180,,
['CC(C)(C)C=C'],0.006,,
['Cc1ncc[nH]1'],0.047,,
['CCOC(=O)Cc1ccc(cc1)c2ccccc2'],0.137,,
['OCCCBr'],0.021,,
['CCC(C)(Oc1ccc(cc1)C2(CCCCC2)c3ccc(OC(C)(CC)C(=O)O)cc3)C(=O)O'],0.193,,
['CC(=CC(C)(C)C)C'],0.006,,
['CN=C(NCCSCc1[nH]cnc1C)NC#N'],0.062,,
['IC(=C(I)I)I'],0.039,,
['O=C=NC1CCC(CC2CCC(CC2)N=C=O)CC1'],0.130,,
['CCCN1CN(C)C=C1'],0.051,,
['C=CCOC(=O)CCC1CCCCC1'],0.075,,
['CCCCCCC1CCOC1=O'],0.085,,
['CC(C)c1ccc(C)c(O)c1'],0.078,,
['CC1CC2(OC3CC4(C)C5=CCC6C(C)(C)C(CCC67CC57CCC4(C)C13)OC8OCC(O)C(O)C8O)OC(O)C9(C)OC29'],0.518,C1=C2C3(CC[CH2:1][CH2:1]2)CC32CC[CH2:1][CH2:1]C2C1,0.530
['NCCOS(=O)(=O)O'],0.006,,
['OCCSc1ccccc1'],0.071,,
['CN1C(=O)CN2CCc3ccccc3C2c4cc(Cl)ccc14'],0.226,,
['CCCCCCCCOC1OC(CO)C(O)C(O)C1O'],0.091,,
['Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1'],0.202,,
['CC(C)C1=CC=C(C)CC1'],0.079,,
['CCCCOCCOCCOCCCC'],0.036,,
['NC(=O)N1c2ccccc2C=Cc3ccccc13'],0.294,,
['CC(C)COC(=O)C(=C)C'],0.022,,
['CC12CCCC=C1C(=O)OC2=O'],0.293,,
['ClC1OCCOC1Cl'],0.066,,
['OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O'],0.091,,
['Oc1cc(C=C(C#N)C#N)cc(O)c1O'],0.189,,
['CC1=C(Oc2c(cccc2C1=O)C(=O)OCCN3CCCCC3)c4ccccc4'],0.191,,
['CCNc1nc(NC(C)CC)nc(OC)n1'],0.060,,
['CC(C)OC(=O)Nc1cccc(Cl)c1'],0.067,,
['CC(CCC=C(C)C)C=O'],0.023,,
['NC(=N)NCCCCC1NC(=O)CCSSCC(NC(=O)C2CCCN2C(=O)C(Cc3c[nH]c4ccccc34)NC(=O)C(CC(=O)O)NC(=O)CNC1=O)C(=O)N'],0.084,,
['CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)NC)CC(=O)O)CC(=O)O'],0.020,,
['CCCCCc1ccc(N)cc1'],0.085,,
['O=C1CCCO1'],0.052,,
['CCCOC(=O)c1ccccc1'],0.087,,
['CC(=O)c1ccc(OCC(=O)N2CCCCC2)cc1'],0.099,,
['O=C(c1ccc2C(=O)OC(=O)c2c1)c3ccc4C(=O)OC(=O)c4c3'],0.354,,
['CC(CC(=O)Cl)CC(C)(C)C'],0.011,,
['Cc1cccc(Nc2ncccc2C(=O)O)c1C'],0.136,,
['Brc1c2ccccc2cc3ccccc13'],0.335,,
['Cc1c(O)cccc1C(=O)NC(CSc2ccccc2)C(O)CN3CC4CCCCC4CC3C(=O)NC(C)(C)C'],0.107,,
['O=NN1CCOCC1'],0.045,,
['C1N2CN3CN(CN1C3)C2'],0.060,,
['CCCCC(CC)C(=O)OC(C)C'],0.041,,
['CCCCC=C'],0.031,,
['C=CC(=O)OCCCCOC(=O)C=C'],0.059,,
['COC1CCC=CO1'],0.083,,
['CCC12COCN1COC2'],0.141,,
['Cn1ccc2cc3N(CCc3cc12)C(=O)Nc4cccnc4'],0.244,,
['COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O'],0.186,,
['CCCCOC(=O)CC'],0.031,,
['C[N+]1(C)CCCCC1COC(=O)C(O)(c2ccccc2)c3ccccc3'],0.163,,
['OC(=O)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2'],0.152,,
['CCOC(=O)c1cccnc1'],0.086,,
['Oc1cc2ccccc2cc1C(=O)Nc3cccc(c3)[N+](=O)[O-]'],0.218,,
['CN1C(=O)CC(NC1=O)C(=O)NC(Cc2c[nH]cn2)C(=O)N3CCCC3C(=O)N'],0.112,,
['COc1ccc(cc1)C(CN(C)C)C2(O)CCCCC2'],0.136,,
['OC(Cn1ccnc1)(P(=O)(O)O)P(=O)(O)O'],0.040,,
['NC1CCCCC1'],0.061,,
['CC(=C(CCOC(=O)c1ccccc1)SSC(=C(C)N(Cc2cnc(C)nc2N)C=O)CCOC(=O)c3ccccc3)N(Cc4cnc(C)nc4N)C=O'],0.142,,
['CN(C)C(=N)N=C(N)N'],0.027,,
['CCCCC(CC)C=O'],0.042,,
['COP(=O)(OC)SCN1C(=O)Oc2cc(Cl)cnc12'],0.121,,
['OC(=O)CC(=C)C(=O)O'],0.023,,
['CCN1CCN(CC1)c2cc3N(C=C(C(=O)O)C(=O)c3cc2F)C4CC4'],0.187,,
['CCCCc1ccc2[nH]c(NC(=O)OC)nc2c1'],0.125,,
['NCCO'],0.013,,
['COc1cccc2c1cc(c3c(cc4OCOc4c23)C(=O)O)[N+](=O)[O-]'],0.314,,
['CC(COC(C)COC(=O)C=C)OCC(C)OC(=O)C=C'],0.048,,
['CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n2cncn2'],0.084,,
['CC12CCC(=O)C=C1C3CC3C4C2CCC5(C)C4C6CC6C57CCC(=O)O7'],0.609,C1C2C1C1(CC[CH2:1]O1)[CH:1]1CC[CH2:1][CH2:1]C21,0.556
['CC(C)(C)c1ccc(OC(=O)c2ccccc2O)cc1'],0.118,,
['CNC(=O)C1OC(C(O)C1N)n2cnc3c(NCc4cc(Cl)ccc4OCc5onc(C)c5)ncnc23'],0.192,,
['COc1cc(OC)nc(Oc2cccc(Oc3nc(OC)cc(OC)n3)c2C(=O)O)n1'],0.202,,
['OCc1c2ccccc2cc3ccccc13'],0.298,,
['C[n+]1ccn(CCO)c1'],0.044,,
['CCOC(=O)c1cc(nc2ccc(C)cc12)c3ccccc3'],0.216,,
['CC(C)C(C)(C)C(C)(C)C(C)(C)S'],0.068,,
['Nc1ccc2cc(ccc2c1)S(=O)(=O)O'],0.087,,
['Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F'],0.156,,
['CCN(CC)CCNC(=O)COc1ccc(OC)cc1'],0.066,,
['COC1=CC=C2C(=CC1=O)C(CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C'],0.217,,
['CN(C)CCCNCCC#N'],0.019,,
['CC(C)(N)C#N'],0.006,,
['CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCNCC3'],0.153,,
['OC(=O)C1CN(CC=CP(=O)(O)O)CCN1'],0.023,,
['CC(=O)N1CCN(CC1)c2ccc(OCC3COC(Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2'],0.178,,
['CCC1CO1'],0.070,,
['NC(=N)NN=Cc1c(Cl)cccc1Cl'],0.103,,
['CN1CCN(CC1)C(=O)C2CCCCC2'],0.090,,
['CCCCc1ccc2cccc(c2c1)S(=O)(=O)O'],0.093,,
['CCC(N)c1ccccc1'],0.080,,
['CN1CCc2c(C1)c3ccccc3n2Cc4ccccc4'],0.195,,
['CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O'],0.147,,
['Oc1ccc(cc1)C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F'],0.255,,
['OC(=O)CCCCC1SCC2NC(=O)NC12'],0.094,,
['CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(cc2F)C#N)cc1'],0.170,,
['CC(C)N1C(=O)c2ccccc2NS1(=O)=O'],0.100,,
['NC(=O)c1c(Cl)cccc1Cl'],0.123,,
['CC1=C(C=C)c2cc3[nH]c(cc4[nH]c(cc5nc(cc1n2)c(C=C)c5C)c(C)c4CCC(=O)O)C(=C3C)CCC(=O)O'],0.232,,
['ClC(Cl)C(=O)Cl'],0.018,,
['OC(=O)COc1ccc(Cl)cc1Cl'],0.083,,
['CC(NNC(=O)c1ccccc1)c2ccccc2'],0.100,,
['CCCCCCCC(=O)O'],0.028,,
['CC(C)(C)C(=O)O'],0.008,,
